MATHEMATICAL FRAKTUR CAPITAL B,U+1D505,U+0F78B,\[GothicCapitalB]
MATHEMATICAL FRAKTUR CAPITAL D,U+1D507,U+0F78D,\[GothicCapitalD]
MATHEMATICAL FRAKTUR CAPITAL E,U+1D508,U+0F78E,\[GothicCapitalE]
MATHEMATICAL FRAKTUR CAPITAL F,U+1D509,U+0F78F,\[GothicCapitalF]
MATHEMATICAL FRAKTUR CAPITAL G,U+1D50A,U+0F790,\[GothicCapitalG]
MATHEMATICAL FRAKTUR CAPITAL J,U+1D50D,U+0F793,\[GothicCapitalJ]
MATHEMATICAL FRAKTUR CAPITAL K,U+1D50E,U+0F794,\[GothicCapitalK]
MATHEMATICAL FRAKTUR CAPITAL L,U+1D50F,U+0F795,\[GothicCapitalL]
MATHEMATICAL FRAKTUR CAPITAL M,U+1D510,U+0F796,\[GothicCapitalM]
MATHEMATICAL FRAKTUR CAPITAL N,U+1D511,U+0F797,\[GothicCapitalN]
MATHEMATICAL FRAKTUR CAPITAL O,U+1D512,U+0F798,\[GothicCapitalO]
MATHEMATICAL FRAKTUR CAPITAL P,U+1D513,U+0F799,\[GothicCapitalP]
MATHEMATICAL FRAKTUR CAPITAL Q,U+1D514,U+0F79A,\[GothicCapitalQ]
MATHEMATICAL FRAKTUR CAPITAL S,U+1D516,U+0F79C,\[GothicCapitalS]
MATHEMATICAL FRAKTUR CAPITAL T,U+1D517,U+0F79D,\[GothicCapitalT]
MATHEMATICAL FRAKTUR CAPITAL U,U+1D518,U+0F79E,\[GothicCapitalU]
MATHEMATICAL FRAKTUR CAPITAL V,U+1D519,U+0F79F,\[GothicCapitalV]
MATHEMATICAL FRAKTUR CAPITAL W,U+1D51A,U+0F7A0,\[GothicCapitalW]
MATHEMATICAL FRAKTUR CAPITAL X,U+1D51B,U+0F7A1,\[GothicCapitalX]
MATHEMATICAL FRAKTUR CAPITAL Y,U+1D51C,U+0F7A2,\[GothicCapitalY]
MATHEMATICAL FRAKTUR SMALL D,U+1D521,U+0F6CF,\[GothicD]
MATHEMATICAL FRAKTUR SMALL E,U+1D522,U+0F6D0,\[GothicE]
MATHEMATICAL FRAKTUR SMALL F,U+1D523,U+0F6D1,\[GothicF]
MATHEMATICAL FRAKTUR SMALL G,U+1D524,U+0F6D2,\[GothicG]
MATHEMATICAL FRAKTUR SMALL H,U+1D525,U+0F6D3,\[GothicH]
MATHEMATICAL FRAKTUR SMALL I,U+1D526,U+0F6D4,\[GothicI]
MATHEMATICAL FRAKTUR SMALL J,U+1D527,U+0F6D5,\[GothicJ]
MATHEMATICAL FRAKTUR SMALL K,U+1D528,U+0F6D6,\[GothicK]
MATHEMATICAL FRAKTUR SMALL L,U+1D529,U+0F6D7,\[GothicL]
MATHEMATICAL FRAKTUR SMALL M,U+1D52A,U+0F6D8,\[GothicM]
MATHEMATICAL FRAKTUR SMALL N,U+1D52B,U+0F6D9,\[GothicN]
MATHEMATICAL FRAKTUR SMALL O,U+1D52C,U+0F6DA,\[GothicO]
MATHEMATICAL FRAKTUR SMALL P,U+1D52D,U+0F6DB,\[GothicP]
MATHEMATICAL FRAKTUR SMALL Q,U+1D52E,U+0F6DC,\[GothicQ]
MATHEMATICAL FRAKTUR SMALL R,U+1D52F,U+0F6DD,\[GothicR]
MATHEMATICAL FRAKTUR SMALL S,U+1D530,U+0F6DE,\[GothicS]
MATHEMATICAL FRAKTUR SMALL T,U+1D531,U+0F6DF,\[GothicT]
MATHEMATICAL FRAKTUR SMALL U,U+1D532,U+0F6E0,\[GothicU]
MATHEMATICAL FRAKTUR SMALL V,U+1D533,U+0F6E1,\[GothicV]
MATHEMATICAL FRAKTUR SMALL W,U+1D534,U+0F6E2,\[GothicW]
MATHEMATICAL FRAKTUR SMALL X,U+1D535,U+0F6E3,\[GothicX]
MATHEMATICAL FRAKTUR SMALL Y,U+1D536,U+0F6E4,\[GothicY]
MATHEMATICAL FRAKTUR SMALL Z,U+1D537,U+0F6E5,\[GothicZ]
BLACK CIRCLE,U+025CF,U+0F753,\[GrayCircle]
DOUBLE-STRUCK ITALIC SMALL I,U+02148,U+0F74E,\[ImaginaryI]
DOUBLE-STRUCK ITALIC SMALL J,U+02149,U+0F74F,\[ImaginaryJ]
LONG RIGHTWARDS DOUBLE ARROW,U+027F9,U+0F523,\[Implies]
VERTICAL LINE,U+0007C,U+0F3D0,
LEFT-POINTING DOUBLE ANGLE QUOTATION MARK,U+000AB,U+0F761,\[LeftSkeleton]
EQUALS SIGN,U+0003D,U+0F7D9,\[LongEqual]
NUMBER SIGN,U+00023,U+0F724,\[NumberSign]
CIRCLED DOT OPERATOR,U+02299,U+0F3DE,\[PermutationProduct]
APL FUNCTIONAL SYMBOL QUAD,U+02395,U+0F528,\[Placeholder]
RIGHT-POINTING DOUBLE ANGLE QUOTATION MARK,U+000BB,U+0F762,\[RightSkeleton]
RULE-DELAYED,U+029F4,U+0F51F,\[RuleDelayed]
GREEK SMALL LETTER SAMPI,U+003E1,U+003E0,\[Sampi]
MATHEMATICAL SCRIPT SMALL A,U+1D4B6,U+0F6B2,\[ScriptA]
MATHEMATICAL SCRIPT SMALL B,U+1D4B7,U+0F6B3,\[ScriptB]
MATHEMATICAL SCRIPT SMALL C,U+1D4B8,U+0F6B4,\[ScriptC]
MATHEMATICAL SCRIPT CAPITAL A,U+1D49C,U+0F770,\[ScriptCapitalA]
MATHEMATICAL SCRIPT CAPITAL C,U+1D49E,U+0F772,\[ScriptCapitalC]
MATHEMATICAL SCRIPT CAPITAL D,U+1D49F,U+0F773,\[ScriptCapitalD]
MATHEMATICAL SCRIPT CAPITAL G,U+1D4A2,U+0F776,\[ScriptCapitalG]
MATHEMATICAL SCRIPT CAPITAL J,U+1D4A5,U+0F779,\[ScriptCapitalJ]
MATHEMATICAL SCRIPT CAPITAL K,U+1D4A6,U+0F77A,\[ScriptCapitalK]
MATHEMATICAL SCRIPT CAPITAL N,U+1D4A9,U+0F77D,\[ScriptCapitalN]
MATHEMATICAL SCRIPT CAPITAL O,U+1D4AA,U+0F77E,\[ScriptCapitalO]
MATHEMATICAL SCRIPT CAPITAL P,U+1D4AB,U+02118,\[WeierstrassP]
